#M_vir  M_star  M_HI   M_H2   SFR
1.85e+11 3.86e+09 0.00e+00 0.00e+00 1.00e+00
3.28e+11 2.67e+09 7.35e+08 8.02e+08 3.95e-01
1.44e+11 9.14e+08 2.91e+09 9.94e+08 3.95e-01
8.01e+11 1.82e+09 3.15e+09 8.03e+08 7.07e-01
3.87e+11 1.80e+09 1.55e+09 1.09e+09 3.87e-01
2.59e+11 2.55e+09 1.24e+09 6.41e+08 2.83e-01
3.73e+11 2.92e+09 1.57e+09 3.53e+08 1.79e-01
2.40e+11 1.73e+09 2.72e+09 8.61e+08 8.06e-01
3.27e+11 2.66e+09 1.79e+09 5.85e+08 1.32e-01
2.60e+11 1.70e+09 1.49e+09 1.11e+09 6.84e-01
1.52e+11 1.86e+09 1.24e+09 9.00e+08 3.86e-01
1.91e+11 7.83e+08 2.96e+09 1.18e+09 4.21e-01
1.42e+11 1.78e+09 8.27e+08 1.30e+09 6.24e-01
2.50e+11 2.32e+09 1.33e+09 8.12e+08 2.26e-01
2.44e+11 2.54e+09 1.29e+09 6.02e+08 1.74e-01
3.58e+11 1.53e+09 2.13e+09 1.82e+09 1.15e+00
1.98e+11 2.59e+09 1.25e+09 4.84e+08 3.20e-01
3.72e+11 1.47e+09 1.55e+09 1.14e+09 4.50e-01
3.68e+11 9.29e+08 2.06e+09 1.16e+09 3.72e-01
2.01e+11 2.37e+09 1.06e+09 7.87e+08 7.26e-01
1.91e+11 2.63e+09 5.04e+08 7.99e+08 4.98e-01
6.54e+11 1.96e+09 2.32e+09 8.97e+08 4.02e-01
2.12e+11 2.42e+09 7.94e+08 7.89e+08 3.32e-01
2.32e+11 2.30e+09 4.66e+08 1.03e+09 3.32e-01
1.78e+11 1.02e+09 2.60e+09 1.01e+09 7.83e-01
1.51e+11 1.71e+09 1.86e+09 1.11e+09 2.20e-01
1.44e+11 3.86e+09 0.00e+00 0.00e+00 0.00e+00
2.12e+11 1.71e+09 1.83e+09 8.90e+08 5.43e-01
1.41e+11 7.51e+08 2.29e+09 1.34e+09 3.02e-01
2.39e+11 1.63e+09 1.33e+09 8.57e+08 6.16e-01
1.81e+11 2.47e+09 8.00e+08 8.36e+08 2.07e-01
2.25e+11 3.82e+09 0.00e+00 0.00e+00 1.00e+00
1.97e+11 2.79e+09 3.25e+08 6.62e+08 6.44e-01
2.52e+11 5.67e+08 4.29e+09 2.04e+09 2.61e-01
1.49e+11 7.82e+08 2.77e+09 1.15e+09 3.52e-01
1.29e+11 3.83e+09 0.00e+00 0.00e+00 0.00e+00
3.46e+11 2.46e+09 2.11e+09 1.20e+09 3.12e-01
2.03e+11 1.41e+09 2.70e+09 1.01e+09 4.20e-01
2.05e+11 2.11e+09 1.37e+09 4.19e+08 1.07e-01
2.15e+11 1.17e+09 2.32e+09 1.10e+09 4.13e-01
1.68e+11 2.33e+09 7.18e+08 8.54e+08 3.19e-01
2.10e+11 3.12e+09 1.68e+09 1.51e+07 1.00e+00
2.06e+11 1.83e+09 1.19e+09 9.44e+08 3.98e-01
2.49e+11 2.53e+09 1.37e+09 3.82e+08 2.06e-01
1.55e+11 2.06e+09 1.79e+09 7.76e+08 3.02e-01
2.71e+11 1.32e+09 3.32e+09 1.19e+09 3.42e-01
2.57e+11 3.17e+09 2.66e+08 2.77e+08 2.36e-02
1.35e+11 1.70e+09 1.94e+09 8.24e+08 1.54e-01
1.90e+11 2.49e+09 1.02e+09 5.35e+08 3.72e-01
2.07e+11 1.53e+09 1.31e+09 1.26e+09 6.54e-01
2.31e+11 2.84e+09 3.93e+08 5.62e+08 2.75e-01
1.51e+11 1.77e+09 1.00e+09 1.12e+09 9.15e-01
2.70e+11 3.13e+09 3.29e+08 2.99e+08 8.80e-02
1.55e+11 8.15e+08 3.15e+09 8.75e+08 3.79e-01
1.87e+11 1.08e+09 3.06e+09 1.02e+09 1.20e-01
2.54e+11 9.54e+08 3.98e+09 1.15e+09 4.70e-01
2.03e+11 1.97e+09 1.95e+09 6.22e+08 3.43e-01
2.27e+11 1.13e+09 1.61e+09 1.30e+09 5.11e-01
2.35e+11 3.06e+09 9.62e+08 7.76e+07 1.32e-02
2.15e+11 3.08e+09 5.15e+08 3.21e+08 7.41e-02
1.90e+11 2.95e+09 3.98e+08 4.48e+08 1.69e-01
2.45e+11 1.05e+09 4.11e+09 9.35e+08 2.86e-01
1.02e+11 6.46e+08 2.47e+09 1.30e+09 2.30e-01
2.22e+11 1.32e+09 2.45e+09 8.89e+08 4.39e-01
2.94e+11 3.09e+09 1.33e+09 0.00e+00 1.00e+00
1.75e+11 2.15e+09 8.48e+08 8.63e+08 4.45e-01
1.77e+11 1.77e+09 2.85e+09 6.83e+08 4.77e-01
1.88e+11 3.42e+09 5.03e+08 0.00e+00 1.00e+00
2.20e+11 2.14e+09 1.46e+09 5.23e+08 3.07e-01
1.92e+11 3.46e+09 1.76e+08 0.00e+00 1.00e+00
1.61e+11 8.17e+08 2.89e+09 1.18e+09 4.43e-01
3.29e+11 2.13e+09 6.48e+08 1.02e+09 5.04e-01
2.01e+11 1.49e+09 1.63e+09 1.01e+09 6.81e-01
2.63e+11 3.56e+09 0.00e+00 0.00e+00 1.00e+00
1.70e+11 2.60e+09 1.29e+09 3.98e+08 3.89e-02
1.56e+11 2.02e+09 1.90e+09 7.96e+08 2.27e-01
2.57e+11 1.88e+09 2.30e+09 8.10e+08 4.46e-01
1.96e+11 3.67e+09 0.00e+00 0.00e+00 0.00e+00
2.04e+11 1.84e+09 1.53e+09 6.05e+08 4.31e-01
2.84e+11 1.68e+09 2.34e+09 1.16e+09 2.28e-01
2.00e+11 1.96e+09 7.50e+08 6.72e+08 4.89e-01
2.24e+11 2.74e+09 1.08e+09 4.24e+08 2.74e-01
7.08e+11 1.52e+09 1.20e+09 1.07e+09 7.99e-01
2.41e+11 3.64e+09 0.00e+00 0.00e+00 0.00e+00
1.86e+11 1.88e+09 1.62e+09 7.98e+08 3.11e-01
1.67e+11 1.60e+09 2.98e+09 6.07e+08 4.48e-01
1.27e+11 1.57e+09 1.87e+09 8.36e+08 1.89e-01
1.68e+11 2.31e+09 1.08e+09 4.24e+08 2.01e-01
2.45e+11 8.54e+08 2.93e+09 8.69e+08 6.54e-01
4.96e+10 3.60e+09 0.00e+00 0.00e+00 0.00e+00
1.58e+11 1.48e+09 1.07e+09 1.02e+09 6.23e-01
1.53e+11 1.84e+09 1.48e+09 9.58e+08 8.13e-01
6.43e+11 3.13e+09 1.94e+08 2.24e+08 1.09e-01
2.30e+11 2.11e+09 6.23e+08 9.57e+08 4.82e-01
2.43e+11 2.75e+09 6.96e+08 4.30e+08 9.55e-02
1.91e+11 1.36e+09 1.90e+09 8.09e+08 9.53e-01
1.61e+11 1.60e+09 1.94e+09 7.88e+08 5.38e-01
2.85e+11 3.41e+09 6.60e+08 7.54e+07 1.00e+00
2.42e+11 2.83e+09 5.22e+08 3.22e+08 1.15e-01
1.96e+11 2.32e+09 8.48e+08 6.60e+08 3.28e-01
2.09e+11 1.62e+09 2.17e+09 9.93e+08 2.02e-01
2.02e+11 1.87e+09 1.72e+09 5.28e+08 3.03e-01
8.62e+11 7.96e+08 2.04e+09 1.54e+09 2.23e-01
1.73e+11 1.35e+09 2.24e+09 9.02e+08 2.15e-01
1.77e+11 2.88e+09 5.63e+08 2.18e+08 8.62e-02
1.97e+11 3.04e+09 1.57e+08 3.53e+08 1.07e-01
2.58e+11 9.51e+08 3.98e+09 1.03e+09 5.22e-01
2.15e+11 3.02e+09 3.78e+08 1.35e+08 2.61e-02
1.99e+11 2.17e+09 9.70e+08 6.48e+08 3.45e-01
1.81e+11 2.43e+09 6.19e+08 5.09e+08 1.59e-01
2.78e+11 3.16e+09 1.81e+08 1.79e+08 2.30e-02
2.16e+11 2.67e+09 5.89e+08 3.95e+08 2.54e-01
1.83e+11 6.83e+08 3.30e+09 8.41e+08 2.17e-01
1.99e+11 1.46e+09 1.70e+09 9.78e+08 3.03e-01
2.38e+11 2.12e+09 1.06e+09 6.49e+08 1.89e-01
1.33e+11 2.53e+09 6.47e+08 5.72e+08 4.25e-01
3.34e+11 3.23e+09 0.00e+00 2.76e+08 1.03e-01
1.93e+11 1.39e+09 1.22e+09 8.39e+08 4.39e-01
2.93e+11 7.48e+08 3.54e+09 1.09e+09 3.46e-01
2.49e+11 6.61e+08 4.33e+09 1.34e+09 1.64e-01
1.77e+11 1.36e+09 2.27e+09 1.11e+09 3.98e-01
2.07e+11 2.98e+09 1.77e+08 3.35e+08 1.39e-01
3.34e+11 2.08e+09 1.55e+09 6.82e+08 3.16e-01
2.21e+11 2.70e+09 8.00e+08 3.35e+08 1.43e-01
1.60e+11 1.59e+09 1.48e+09 8.24e+08 6.14e-01
4.06e+11 2.83e+09 8.76e+08 1.46e+07 1.00e+00
1.62e+11 1.44e+09 1.43e+09 1.05e+09 3.71e-01
1.77e+11 1.99e+09 1.13e+09 7.18e+08 6.12e-01
3.11e+11 1.31e+09 1.27e+09 1.06e+09 6.90e-01
3.39e+11 1.64e+09 1.06e+09 9.61e+08 7.49e-01
1.91e+11 1.34e+09 8.71e+08 1.41e+09 1.41e+00
2.04e+11 1.50e+09 1.92e+09 9.03e+08 3.71e-01
3.32e+11 3.49e+09 0.00e+00 0.00e+00 0.00e+00
1.12e+11 7.77e+08 1.86e+09 1.19e+09 3.85e-01
1.65e+11 1.38e+09 1.33e+09 9.47e+08 5.99e-01
1.41e+11 6.18e+08 4.44e+09 5.48e+08 1.61e-01
2.29e+11 2.72e+09 6.21e+08 4.23e+08 8.94e-02
1.50e+11 3.48e+09 0.00e+00 0.00e+00 0.00e+00
2.15e+11 1.08e+09 1.76e+09 9.85e+08 2.72e-01
1.25e+11 1.30e+09 2.26e+09 1.00e+09 5.53e-01
2.41e+11 3.38e+09 5.92e+07 0.00e+00 1.00e+00
2.44e+11 1.16e+09 1.25e+09 1.03e+09 4.55e-01
2.53e+11 3.37e+09 0.00e+00 0.00e+00 1.00e+00
2.81e+11 3.44e+09 0.00e+00 0.00e+00 1.00e+00
2.40e+11 2.23e+09 2.08e+09 3.83e+08 1.16e-01
5.12e+11 2.87e+09 2.50e+08 3.34e+08 6.08e-02
2.51e+11 1.52e+09 2.29e+09 5.97e+08 3.18e-01
1.76e+11 1.75e+09 1.97e+09 3.45e+08 2.15e-01
2.96e+11 1.70e+09 2.41e+09 9.77e+08 5.92e-01
2.40e+11 2.69e+09 1.06e+09 5.05e+07 1.00e+00
2.25e+11 2.58e+09 8.81e+08 7.05e+07 4.15e-03
2.07e+11 2.78e+09 2.66e+08 3.73e+08 1.59e-01
3.74e+11 1.56e+09 3.95e+09 5.36e+08 1.75e-01
4.73e+10 3.43e+09 0.00e+00 0.00e+00 0.00e+00
3.16e+11 2.43e+09 1.12e+09 6.38e+08 5.56e-01
2.61e+11 1.93e+09 1.43e+09 6.25e+08 4.06e-01
1.73e+11 1.30e+09 2.08e+09 8.94e+08 2.37e-01
2.50e+11 1.69e+09 6.35e+08 1.12e+09 7.47e-01
2.44e+11 3.02e+09 5.23e+08 0.00e+00 1.00e+00
1.87e+11 1.45e+09 2.04e+09 6.31e+08 3.71e-01
2.20e+11 2.48e+09 5.39e+08 4.47e+08 1.81e-01
1.59e+11 1.73e+09 1.77e+09 6.01e+08 4.14e-01
2.05e+11 2.10e+09 8.49e+08 5.33e+08 4.28e-01
3.05e+11 2.26e+09 1.02e+09 4.04e+08 7.89e-02
2.07e+11 1.30e+09 2.86e+09 6.54e+08 1.69e-01
3.32e+11 1.75e+09 2.96e+09 7.55e+08 2.38e-01
2.69e+11 3.13e+09 4.37e+08 0.00e+00 1.00e+00
1.81e+11 8.05e+08 9.24e+08 1.52e+09 1.04e+00
1.54e+11 3.38e+09 0.00e+00 0.00e+00 0.00e+00
1.74e+11 2.54e+09 8.07e+08 4.19e+08 2.68e-01
1.88e+11 2.06e+09 6.62e+08 6.55e+08 5.22e-01
1.27e+11 7.36e+08 3.17e+09 8.10e+08 2.05e-01
1.95e+11 1.27e+09 9.62e+08 1.03e+09 4.44e-01
4.86e+11 2.34e+09 8.04e+08 4.24e+08 1.57e-01
2.14e+11 1.92e+09 2.07e+09 2.52e+08 5.59e-02
2.82e+11 3.03e+09 6.19e+06 3.29e+08 8.55e-02
4.19e+11 1.25e+09 2.96e+09 1.52e+09 7.13e-01
1.76e+11 6.34e+08 3.27e+09 1.14e+09 1.97e-01
2.07e+11 1.46e+09 2.32e+09 5.54e+08 4.18e-01
2.34e+11 1.87e+09 1.13e+09 5.42e+08 2.86e-01
1.94e+11 1.48e+09 2.67e+09 7.73e+08 7.67e-01
1.82e+11 1.04e+09 1.61e+09 9.34e+08 9.19e-01
1.67e+11 1.17e+09 2.35e+09 9.05e+08 5.02e-01
7.33e+11 2.01e+09 2.23e+09 9.66e+08 2.84e-01
1.67e+11 1.26e+09 1.58e+09 1.04e+09 4.43e-01
2.55e+11 1.82e+09 2.08e+09 4.81e+08 2.61e-01
1.75e+11 8.43e+08 1.72e+09 9.97e+08 5.18e-01
1.87e+11 1.95e+09 1.19e+09 6.14e+08 3.59e-01
1.33e+11 3.34e+09 0.00e+00 0.00e+00 0.00e+00
1.71e+11 2.02e+09 1.33e+09 4.77e+08 1.09e-01
1.64e+11 2.35e+09 1.21e+09 3.71e+08 1.69e-01
1.84e+11 1.97e+09 1.21e+09 6.34e+08 4.00e-01
1.99e+11 1.37e+09 1.16e+09 7.41e+08 3.99e-01
2.41e+11 2.50e+09 4.27e+08 4.56e+08 1.21e-01
1.56e+11 2.17e+09 6.70e+08 7.69e+08 4.29e-01
2.66e+11 1.54e+09 2.83e+09 6.49e+08 3.85e-01
2.57e+11 9.31e+08 1.72e+09 1.04e+09 8.07e-01
1.28e+11 9.13e+08 4.78e+09 8.90e+08 1.75e-01
2.16e+11 2.79e+09 2.95e+08 3.03e+08 1.86e-01
1.69e+11 1.90e+09 1.32e+09 6.04e+08 6.13e-01
1.58e+11 1.37e+09 9.01e+08 8.43e+08 3.90e-01
2.66e+11 2.82e+09 5.28e+08 0.00e+00 1.00e+00
1.68e+11 1.03e+09 1.55e+09 1.08e+09 2.44e-01
1.78e+11 2.05e+09 9.41e+08 4.23e+08 2.14e-01
1.29e+11 8.04e+08 2.12e+09 9.54e+08 3.63e-01
1.69e+11 1.22e+09 1.66e+09 9.67e+08 4.92e-01
2.30e+11 2.54e+09 5.03e+08 2.91e+08 4.80e-02
2.05e+11 2.43e+09 1.22e+09 3.50e+08 1.33e-01
1.86e+11 1.39e+09 1.82e+09 7.22e+08 2.46e-01
2.07e+11 1.88e+09 1.50e+09 7.24e+08 2.80e-01
1.22e+11 1.13e+09 3.21e+09 6.98e+08 5.40e-02
1.66e+11 2.20e+09 1.13e+09 5.23e+08 2.81e-01
3.29e+11 8.48e+08 1.72e+09 1.14e+09 5.00e-01
2.30e+11 2.52e+09 7.87e+08 2.35e+08 3.91e-02
1.68e+11 5.67e+08 3.50e+09 9.28e+08 1.11e-01
1.59e+11 1.55e+09 6.91e+08 9.75e+08 6.37e-01
2.27e+11 1.59e+09 2.05e+09 9.50e+08 4.68e-01
1.78e+11 1.89e+09 7.59e+08 5.00e+08 2.78e-01
2.83e+11 5.27e+08 4.68e+09 1.18e+09 4.10e-01
3.61e+11 2.36e+09 2.74e+08 6.79e+08 3.73e-01
1.84e+11 9.08e+08 4.76e+09 1.06e+09 1.36e-01
3.52e+11 1.09e+09 3.41e+09 9.42e+08 2.82e-01
4.96e+11 2.73e+09 7.99e+09 5.10e+08 1.00e+00
2.28e+11 7.25e+08 3.56e+09 9.26e+08 2.73e-01
3.34e+11 2.32e+09 3.68e+08 6.15e+08 1.93e-01
1.52e+11 1.72e+09 1.79e+09 5.86e+08 2.50e-01
3.28e+11 1.46e+09 1.98e+09 1.01e+09 4.57e-01
2.42e+11 3.24e+09 0.00e+00 0.00e+00 0.00e+00
2.96e+11 8.09e+08 1.63e+09 9.79e+08 4.47e-01
2.08e+11 1.63e+09 1.38e+09 7.16e+08 1.84e-01
2.90e+11 3.14e+09 0.00e+00 0.00e+00 1.00e+00
2.32e+11 2.44e+09 7.80e+08 3.24e+08 1.61e-01
3.25e+11 1.00e+09 5.33e+09 9.20e+08 2.73e-01
4.17e+11 2.62e+09 4.23e+08 2.40e+08 3.78e-02
3.11e+11 1.96e+09 8.77e+08 6.23e+08 4.06e-01
1.16e+11 1.19e+09 1.44e+09 8.50e+08 9.40e-01
1.97e+11 2.54e+09 1.04e+09 1.93e+08 5.53e-02
2.18e+11 2.10e+09 9.81e+08 4.92e+08 4.05e-01
2.82e+11 2.09e+09 6.11e+08 6.02e+08 6.89e-01
1.96e+11 1.06e+09 2.69e+09 6.25e+08 4.16e-01
1.45e+11 9.34e+08 1.37e+09 9.87e+08 4.55e-01
1.89e+11 1.12e+09 1.28e+09 9.53e+08 4.14e-01
1.95e+11 1.61e+09 1.64e+09 6.66e+08 4.85e-01
1.46e+11 7.61e+08 4.17e+09 5.79e+08 7.54e-02
2.11e+11 4.45e+08 3.06e+09 1.06e+09 2.17e-01
2.35e+11 1.17e+09 1.52e+09 9.65e+08 4.86e-01
2.14e+11 1.76e+09 4.49e+08 9.94e+08 4.76e-01
1.97e+11 1.45e+09 2.43e+09 1.56e+09 9.40e-01
3.24e+11 9.26e+08 3.04e+09 9.00e+08 5.86e-01
2.20e+11 1.40e+09 2.17e+09 4.71e+08 3.86e-01
1.54e+11 1.73e+09 1.51e+09 7.09e+08 2.47e-01
1.83e+11 1.05e+09 1.97e+09 9.65e+08 5.34e-01
2.21e+11 2.29e+09 6.74e+08 2.90e+08 2.17e-01
1.28e+11 1.29e+09 1.82e+09 9.48e+08 1.92e-01
2.10e+11 3.18e+09 0.00e+00 0.00e+00 0.00e+00
1.77e+11 2.15e+09 4.51e+08 6.97e+08 3.65e-01
2.69e+11 2.71e+09 8.35e+07 3.30e+08 1.43e-01
1.54e+11 1.22e+09 2.07e+09 9.37e+08 3.89e-01
2.24e+11 2.24e+09 6.47e+08 3.96e+08 2.84e-01
3.14e+11 1.28e+09 2.91e+09 1.14e+09 4.39e-01
1.78e+11 2.66e+09 3.22e+08 2.13e+08 3.96e-02
2.20e+11 2.55e+09 4.39e+08 2.40e+08 7.64e-02
2.91e+11 2.75e+09 7.64e+08 2.93e+07 5.37e-03
2.33e+11 1.18e+09 5.07e+09 1.08e+09 2.73e-01
3.53e+11 7.91e+08 2.13e+09 8.31e+08 2.72e-01
1.54e+11 1.24e+09 2.25e+09 7.17e+08 5.55e-01
2.46e+11 8.66e+08 1.96e+09 9.19e+08 7.79e-01
2.01e+11 5.01e+08 3.66e+09 9.87e+08 4.18e-01
2.44e+11 8.54e+08 2.05e+09 8.31e+08 2.58e-01
2.33e+11 8.13e+08 4.11e+09 5.26e+08 8.74e-02
2.11e+11 5.80e+08 2.53e+09 1.11e+09 4.78e-01
3.74e+11 1.22e+09 1.16e+09 9.94e+08 4.15e-01
1.42e+11 9.39e+08 2.16e+09 7.11e+08 5.75e-01
2.37e+11 2.11e+09 1.50e+09 5.07e+08 3.06e-01
2.55e+11 2.58e+09 7.55e+08 0.00e+00 1.00e+00
1.67e+11 6.24e+08 1.98e+09 1.16e+09 2.36e-01
2.26e+11 1.02e+09 1.94e+09 8.19e+08 2.51e-01
1.23e+11 1.01e+09 1.70e+09 9.16e+08 1.92e-01
1.95e+11 1.18e+09 2.38e+09 5.57e+08 1.30e-01
2.22e+11 1.29e+09 3.50e+09 9.04e+08 3.71e-01
2.18e+11 1.43e+09 1.77e+09 7.41e+08 1.46e-01
1.93e+11 2.52e+09 3.88e+08 2.51e+08 6.00e-02
1.79e+11 1.46e+09 1.56e+09 6.69e+08 1.96e-01
4.26e+11 1.81e+09 1.95e+09 3.38e+08 1.20e-01
2.16e+11 1.32e+09 1.40e+09 7.85e+08 3.17e-01
1.52e+11 1.56e+09 9.96e+08 8.26e+08 1.90e-01
2.12e+11 2.58e+09 2.44e+08 3.35e+08 1.32e-01
2.39e+11 2.11e+09 5.86e+08 5.97e+08 1.17e-01
2.54e+11 2.15e+09 5.31e+08 4.64e+08 2.14e-01
3.10e+11 3.03e+09 0.00e+00 0.00e+00 1.00e+00
1.70e+11 2.15e+09 7.71e+08 3.55e+08 7.97e-02
4.66e+11 6.61e+08 2.33e+09 7.83e+08 4.89e-01
1.75e+11 2.04e+09 1.03e+09 2.38e+08 5.71e-02
1.80e+11 2.30e+09 3.82e+08 4.68e+08 1.52e-01
1.94e+11 2.19e+09 1.99e+09 3.23e+07 1.00e+00
2.50e+11 1.65e+09 2.59e+09 2.83e+08 4.74e-02
1.67e+11 7.36e+08 1.30e+09 1.03e+09 5.24e-01
2.69e+11 1.41e+09 1.83e+09 1.03e+09 2.58e-01
2.19e+11 2.12e+09 4.61e+08 5.57e+08 2.68e-01
2.15e+11 8.76e+08 1.59e+09 8.11e+08 5.72e-01
4.09e+11 2.51e+09 8.11e+08 3.85e+08 1.34e-01
2.18e+11 1.53e+09 3.05e+09 7.31e+08 3.05e-01
2.40e+11 1.57e+09 1.38e+09 7.79e+08 3.11e-01
1.77e+11 6.69e+08 3.01e+09 8.76e+08 4.42e-01
2.39e+11 1.43e+09 1.72e+09 6.69e+08 3.87e-01
1.59e+11 1.09e+09 2.66e+09 9.08e+08 4.31e-01
1.68e+11 1.55e+09 2.14e+09 5.97e+08 2.92e-01
1.80e+11 2.50e+09 3.80e+08 3.87e+08 1.50e-01
1.48e+11 1.35e+09 2.44e+09 3.88e+08 9.59e-02
1.58e+11 1.57e+09 1.17e+09 6.26e+08 3.24e-01
2.61e+11 2.16e+09 1.34e+09 1.70e+07 1.00e+00
1.42e+11 6.12e+08 3.39e+09 9.95e+08 1.30e-01
1.46e+11 1.36e+09 9.59e+08 5.84e+08 2.18e-01
2.36e+11 1.06e+09 2.27e+09 8.91e+08 7.83e-01
1.80e+11 1.46e+09 1.80e+09 6.45e+08 4.07e-01
2.06e+11 1.26e+09 2.37e+09 5.05e+08 2.74e-01
2.19e+11 1.46e+09 1.82e+09 6.02e+08 4.79e-01
1.95e+11 2.04e+09 1.22e+09 2.60e+08 7.12e-02
2.04e+11 3.03e+09 0.00e+00 0.00e+00 0.00e+00
1.50e+11 1.60e+09 2.02e+09 4.13e+08 9.84e-02
2.67e+11 2.68e+09 2.70e+07 3.16e+08 7.87e-02
1.53e+11 1.97e+09 8.17e+08 4.62e+08 1.13e-01
1.48e+11 1.45e+09 2.01e+09 5.06e+08 1.23e-01
1.91e+11 2.49e+09 2.76e+08 2.44e+08 4.53e-02
1.47e+11 2.19e+09 5.75e+08 3.70e+08 1.02e-01
2.10e+11 1.17e+09 2.06e+09 7.18e+08 2.69e-01
2.51e+11 1.92e+09 7.81e+08 4.68e+08 1.63e-01
1.69e+11 1.36e+09 1.30e+09 8.11e+08 6.93e-01
2.90e+11 2.89e+09 1.12e+08 0.00e+00 1.00e+00
1.52e+11 2.66e+09 5.28e+08 2.93e+07 1.00e+00
1.29e+11 6.21e+08 1.87e+09 9.79e+08 3.21e-01
2.72e+11 2.55e+09 7.60e+08 0.00e+00 1.00e+00
2.35e+11 1.68e+09 1.52e+09 3.60e+08 1.57e-01
1.95e+11 2.33e+09 3.32e+08 3.75e+08 8.98e-02
2.25e+11 1.43e+09 1.27e+09 7.30e+08 6.03e-01
1.27e+11 4.08e+08 2.91e+09 8.14e+08 1.35e-01
1.20e+11 8.03e+08 1.75e+09 1.01e+09 4.30e-01
2.48e+11 2.00e+09 9.31e+08 5.21e+08 2.25e-01
1.36e+11 1.54e+09 1.50e+09 7.87e+08 1.57e-01
1.75e+11 6.32e+08 2.33e+09 8.36e+08 5.56e-01
1.69e+11 2.65e+09 3.08e+08 0.00e+00 1.00e+00
3.22e+11 1.54e+09 2.67e+09 8.40e+08 1.78e-01
2.48e+11 2.00e+09 3.88e+08 5.87e+08 3.66e-01
1.85e+11 1.11e+09 2.48e+09 4.84e+08 4.27e-01
1.71e+11 1.17e+09 2.07e+09 6.33e+08 2.92e-01
1.87e+11 1.47e+09 1.38e+09 6.18e+08 2.15e-01
1.65e+11 2.83e+09 1.76e+08 0.00e+00 1.00e+00
1.93e+11 1.66e+09 1.26e+09 4.40e+08 3.72e-01
1.59e+11 8.80e+08 2.01e+09 9.70e+08 2.53e-01
2.14e+11 2.03e+09 3.51e+08 5.43e+08 3.08e-01
1.39e+11 1.40e+09 1.67e+09 6.70e+08 4.72e-01
2.60e+11 6.52e+08 3.51e+09 7.29e+08 9.32e-02
1.68e+11 1.06e+09 1.46e+09 9.54e+08 6.01e-01
1.39e+11 1.39e+09 9.23e+08 9.98e+08 2.34e-01
1.50e+11 1.65e+09 7.59e+08 6.99e+08 3.95e-01
1.38e+11 1.42e+09 1.41e+09 8.09e+08 2.46e-01
1.25e+11 1.53e+09 9.63e+08 7.72e+08 5.39e-01
3.60e+11 1.35e+09 1.13e+09 8.78e+08 2.84e-01
2.04e+11 2.96e+09 0.00e+00 0.00e+00 0.00e+00
1.56e+11 1.60e+09 1.07e+09 4.79e+08 1.49e-01
4.21e+11 1.94e+09 9.58e+08 6.62e+08 2.20e-01
1.77e+11 1.26e+09 2.76e+09 6.07e+08 4.47e-01
2.37e+11 1.08e+09 1.67e+09 9.09e+08 6.79e-01
2.04e+11 2.20e+09 2.77e+08 5.47e+08 2.79e-01
1.97e+11 1.73e+09 4.87e+08 7.58e+08 2.16e-01
1.55e+11 1.22e+09 1.51e+09 6.24e+08 2.15e-01
3.61e+11 1.05e+09 1.08e+09 1.05e+09 4.58e-01
1.97e+11 1.28e+09 1.21e+09 7.58e+08 4.74e-01
1.63e+11 2.60e+09 4.67e+08 0.00e+00 1.00e+00
3.70e+11 5.95e+08 2.54e+09 7.35e+08 1.86e-01
2.06e+11 2.10e+09 1.81e+09 1.92e+08 1.12e-02
1.48e+11 1.13e+09 2.15e+09 5.69e+08 2.95e-01
2.11e+11 2.79e+09 1.22e+08 0.00e+00 1.00e+00
3.61e+11 1.40e+09 3.45e+09 7.85e+08 3.56e-01
2.10e+11 2.16e+09 6.27e+08 3.47e+08 4.78e-02
1.34e+11 1.41e+09 1.29e+09 7.22e+08 9.87e-02
1.68e+11 2.13e+09 1.14e+09 1.16e+08 3.60e-03
2.05e+11 9.58e+08 1.91e+09 8.70e+08 2.17e-01
2.57e+11 2.55e+09 6.29e+08 0.00e+00 1.00e+00
4.27e+11 6.41e+08 3.51e+09 1.48e+09 3.09e-01
1.79e+11 1.12e+09 1.48e+09 7.70e+08 2.31e-01
1.73e+11 4.85e+08 3.34e+09 7.79e+08 1.46e-01
1.46e+11 1.15e+09 1.85e+09 6.67e+08 2.27e-01
2.11e+11 1.78e+09 8.25e+08 5.97e+08 3.21e-01
1.59e+11 2.21e+09 4.80e+08 3.73e+08 2.36e-01
1.68e+11 1.95e+09 1.23e+09 1.54e+08 1.00e+00
1.79e+11 1.27e+09 1.92e+09 4.13e+08 1.39e-01
1.62e+11 1.01e+09 1.47e+09 8.59e+08 2.65e-01
1.84e+11 1.34e+09 8.68e+08 6.80e+08 2.45e-01
2.36e+11 1.67e+09 1.50e+09 3.11e+08 1.11e-01
2.34e+11 1.78e+09 1.20e+09 4.82e+08 1.13e-01
1.73e+11 1.46e+09 1.94e+09 5.57e+08 3.05e-01
2.05e+11 1.51e+09 1.02e+09 7.14e+08 5.50e-01
1.45e+11 9.57e+08 1.01e+09 9.18e+08 4.59e-01
2.19e+11 2.08e+09 7.18e+08 3.88e+08 1.38e-01
2.28e+11 2.79e+09 9.40e+06 0.00e+00 1.00e+00
1.47e+11 1.26e+09 1.03e+09 6.60e+08 2.55e-01
1.20e+11 7.96e+08 1.33e+09 8.43e+08 5.66e-01
2.40e+11 1.67e+09 1.67e+09 4.01e+08 1.72e-01
